City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,livingstone,-17.8419,25.8543,22.49,14,0,1.8,ZM,1723656017
293,kapuskasing,49.4169,-82.4331,27.05,54,0,2.57,CA,1723656019
294,silver city,32.7701,-108.2803,28.54,37,75,3.13,US,1723656020
295,itabira,-19.6192,-43.2269,23.95,40,52,3.07,BR,1723656022
296,kone,-21.0595,164.8658,17.54,91,0,2.4,NC,1723656023
297,nuku'alofa,-21.1333,-175.2,19.19,82,20,5.14,TO,1723656024
298,robore,-18.3333,-59.75,31.05,33,0,5.14,BO,1723656026
299,port-vila,-17.7338,168.3219,21.92,72,100,6.74,VU,1723656027
300,port blair,11.6667,92.75,26.02,94,75,1.03,IN,1723656029
301,ternate,0.8,127.4,25.66,82,24,2.06,ID,1723656030
302,kumamoto,32.7897,130.7417,24.99,94,0,1.03,JP,1723656032
303,egilsstadir,65.2653,-14.3948,13.95,72,75,5.66,IS,1723656033
304,zeya,53.75,127.2667,19.67,91,5,1.63,RU,1723656034
305,kuqa,41.7278,82.9364,29.7,25,98,2.24,CN,1723656036
306,skelleftea,64.7507,20.9528,20.56,85,0,3.09,SE,1723656037
307,taoudenni,22.6783,-3.9836,45.01,11,3,0.85,ML,1723656039
308,kenai,60.5544,-151.2583,10.03,90,0,1.54,US,1723656040
309,choele choel,-39.2667,-65.6833,18.0,33,100,4.25,AR,1723656041
310,kolonia,50.9333,6.95,23.19,85,0,2.57,DE,1723656043
311,pandan,14.0453,124.1694,27.38,84,100,2.93,PH,1723656044
312,fomboni,-12.28,43.7425,25.41,70,14,0.75,KM,1723656046
313,sao gabriel da cachoeira,-0.1303,-67.0892,30.89,66,40,1.03,BR,1723656047
314,someshwar,13.5,75.0667,25.61,97,64,0.53,IN,1723656049
315,juan griego,11.0817,-63.9655,37.07,47,23,4.63,VE,1723656050
316,mao,39.8885,4.2658,29.31,39,0,3.6,ES,1723656051
317,prince rupert,54.3161,-130.3201,13.83,86,100,3.09,CA,1723656053
318,medeiros neto,-17.3739,-40.2206,25.21,54,100,4.14,BR,1723656054
319,sinabang,2.4803,96.3801,26.78,83,100,1.12,ID,1723656057
320,soto la marina,23.7667,-98.2167,32.74,49,83,3.61,MX,1723656059
321,viedma,-40.8135,-62.9967,16.85,41,96,2.53,AR,1723656060
322,kasaoka,34.5,133.5,28.1,73,1,1.67,JP,1723656061
323,lazaro cardenas,17.9583,-102.2,27.44,78,97,0.83,MX,1723656063
324,mebane,36.096,-79.267,30.11,59,75,1.54,US,1723656064
325,kalmunai,7.4167,81.8167,27.86,80,88,4.97,LK,1723656066
326,ola,59.5833,151.2833,8.83,73,100,4.91,RU,1723656068
327,barah,13.7,30.3667,30.11,51,100,2.28,SD,1723656071
328,mount gambier,-37.8333,140.7667,10.05,98,89,1.95,AU,1723656073
329,pokhara,28.2333,83.9833,21.85,88,100,1.94,NP,1723656074
330,pangoa,-12.1167,-73.0,29.91,40,4,1.98,PE,1723656076
331,sao vicente,-23.9631,-46.3919,27.93,64,81,2.37,BR,1723656077
332,coquimbo,-29.9533,-71.3436,13.85,86,100,1.03,CL,1723656078
333,pale,43.8161,18.5694,33.86,14,0,3.09,BA,1723656080
334,mansoa,12.0733,-15.3189,32.11,80,97,1.79,GW,1723656081
335,fukuecho,32.6881,128.8419,28.15,75,52,0.78,JP,1723656083
336,laela,-8.5667,32.05,22.47,36,28,0.98,TZ,1723656084
337,tukrah,32.5341,20.5791,28.66,66,0,4.86,LY,1723656086
338,alpena,45.0617,-83.4327,27.28,48,0,1.54,US,1723656087
339,plettenberg bay,-34.0527,23.3716,12.03,65,100,8.74,ZA,1723656088
340,buka,40.8108,69.1986,30.4,26,0,3.95,UZ,1723656090
341,shamli,29.45,77.3167,27.37,83,2,3.18,IN,1723656091
342,rabaul,-4.1967,152.1721,26.03,80,77,1.53,PG,1723656093
343,vila velha,-20.3297,-40.2925,22.97,79,20,5.66,BR,1723656094
344,shingu,33.7333,135.9833,24.73,91,7,1.96,JP,1723656095
345,juan de ayolas,-27.4,-56.9,22.39,39,0,2.97,PY,1723656097
346,kuusamo,65.9667,29.1833,21.02,56,0,2.06,FI,1723656098
347,gokwe,-18.2048,28.9349,19.69,13,0,1.09,ZW,1723656100
348,hornell,42.3279,-77.6611,26.55,60,5,3.58,US,1723656101
349,bontang,0.1333,117.5,25.11,89,27,3.3,ID,1723656103
350,new norfolk,-42.7826,147.0587,8.84,85,99,1.0,AU,1723656104
351,faya-largeau,17.9257,19.1043,35.73,38,16,3.41,TD,1723656105
352,palikir - national government center,6.9248,158.1611,28.58,74,50,5.26,FM,1723656107
353,borzya,50.3833,116.5167,18.83,57,5,1.67,RU,1723656108
354,guatire,10.4762,-66.5427,33.16,48,100,2.96,VE,1723656110
355,antanifotsy,-19.65,47.3167,11.06,90,1,1.42,MG,1723656111
356,kogalym,62.2654,74.4791,14.28,88,79,7.07,RU,1723656112
357,tapes,-30.6733,-51.3958,16.28,57,0,2.05,BR,1723656114
358,khromtau,50.2503,58.4347,17.13,54,5,4.05,KZ,1723656117
359,luganville,-15.5333,167.1667,24.02,76,92,6.48,VU,1723656118
360,calderitas,18.55,-88.25,31.06,74,40,4.12,MX,1723656120
361,sao martinho,39.5144,-9.1311,23.49,80,77,4.02,PT,1723656121
362,saguenay,48.4168,-71.0657,24.46,62,75,1.03,CA,1723656122
363,geiro,-6.15,36.8667,19.91,53,20,2.84,TZ,1723656124
364,piranhas,-16.4269,-51.8222,36.42,11,2,3.3,BR,1723656125
365,rantepao,-2.9701,119.8978,17.58,88,6,1.09,ID,1723656127
366,maragogi,-9.0122,-35.2225,26.32,65,47,6.37,BR,1723656128
367,haiku-pauwela,20.9219,-156.3051,22.87,76,20,6.69,US,1723656130
368,piton saint-leu,-21.2196,55.3151,20.04,73,0,1.54,RE,1723656131
369,katsuura,35.1333,140.3,26.53,91,3,0.87,JP,1723656132
370,kurumkan,54.3,110.3,17.85,95,94,1.49,RU,1723656134
371,nouadhibou,20.931,-17.0347,27.99,57,0,8.75,MR,1723656135
372,lerwick,60.1545,-1.1494,14.0,83,62,6.64,GB,1723656137
373,peto,20.1333,-88.9167,34.03,48,100,1.71,MX,1723656138
374,beloyarskiy,63.7119,66.6722,13.23,98,99,4.75,RU,1723656140
375,broken hill,-31.95,141.4333,14.27,55,0,4.01,AU,1723656142
376,madang,-5.2246,145.7966,24.54,93,57,1.28,PG,1723656144
377,monee,41.42,-87.7417,29.28,49,14,3.53,US,1723655911
378,can,40.0333,27.0524,30.89,48,0,5.53,TR,1723656147
379,necochea,-38.5473,-58.7368,17.1,45,82,5.38,AR,1723656148
380,north bend,43.4065,-124.2243,19.4,72,40,3.6,US,1723656005
381,utrik,11.2278,169.8474,27.86,74,100,8.3,MH,1723656151
382,sabang,5.8933,95.3214,29.07,74,100,3.55,ID,1723656152
383,palmer,42.1584,-72.3287,28.78,48,40,4.12,US,1723656154
384,sinop,41.7711,34.8709,19.18,89,26,2.18,TR,1723656155
385,perdoes,-21.0908,-45.0914,27.38,24,55,3.22,BR,1723656156
386,lensk,60.7253,114.9278,13.51,88,100,2.11,RU,1723656158
387,aripuana,-9.1667,-60.6333,38.26,18,0,1.9,BR,1723656159
388,saipan,15.1355,145.701,28.39,83,0,3.09,MP,1723656161
389,bardai,11.65,7.2333,23.81,85,87,4.72,NG,1723656162
390,fada,7.25,4.0667,28.37,74,75,4.12,NG,1723656163
391,al majaridah,19.1236,41.9111,30.17,79,79,1.13,SA,1723656165
392,kencong,-8.2833,113.3667,21.29,89,72,0.93,ID,1723656166
393,talnakh,69.4865,88.3972,13.86,59,41,1.74,RU,1723656168
394,puerto deseado,-47.7503,-65.8938,5.77,90,100,9.22,AR,1723656169
395,villa gesell,-37.2639,-56.973,17.81,56,100,4.11,AR,1723656171
396,ubari,26.5921,12.7805,38.01,14,66,4.96,LY,1723656172
397,saldanha,-33.0117,17.9442,11.03,68,4,4.65,ZA,1723656173
398,xiaoweizhai,26.1903,107.5125,20.95,88,15,1.56,CN,1723656175
399,kavieng,-2.5744,150.7967,27.54,80,42,4.12,PG,1723656176
400,kimbe,-5.5502,150.1429,23.89,92,50,1.67,PG,1723656178
401,brookings,44.3114,-96.7984,20.25,99,100,7.2,US,1723656002
402,saint joseph,39.7686,-94.8466,26.79,78,0,7.72,US,1723656180
403,karratha,-20.7377,116.8463,22.96,35,0,4.5,AU,1723656182
404,la ronge,55.1001,-105.2842,22.12,64,40,3.6,CA,1723656183
405,concepcion del uruguay,-32.4825,-58.2372,20.55,43,1,0.89,AR,1723656185
406,snyder,32.7179,-100.9176,34.62,36,1,5.14,US,1723656186
407,estevan,49.1334,-102.9842,22.19,78,100,3.6,CA,1723656187
408,mallammaduri,12.565,9.9573,27.52,71,83,3.01,NG,1723656189
409,maturin,9.75,-63.1767,30.91,100,100,3.09,VE,1723656190
410,uturoa,-16.7333,-151.4333,25.35,79,31,3.65,PF,1723656192
411,areia branca,-4.9561,-37.1369,35.11,43,3,8.3,BR,1723656193
412,viale,-31.8678,-60.0072,20.84,32,2,4.52,AR,1723656194
413,lumut,4.2323,100.6298,27.01,89,20,0.0,MY,1723656196
414,al jawf,29.5,38.75,35.31,15,0,4.58,SA,1723656197
415,polyarnyy,69.1989,33.4478,16.51,59,27,2.1,RU,1723656199
416,ribeira brava,32.65,-17.0667,27.29,59,0,2.68,PT,1723656200
417,margate,51.3813,1.3862,24.37,66,89,0.83,GB,1723656203
418,mairwa,26.2333,84.15,29.53,77,100,1.9,IN,1723656204
419,zavetnoye,47.1194,43.8903,23.62,28,5,3.95,RU,1723656206
420,alnashi,56.1874,52.4792,12.4,91,41,3.0,RU,1723656207
421,salamanca,40.8333,-6.0,28.88,23,5,5.73,ES,1723656208
422,ballina,-28.8667,153.5667,15.99,93,36,1.94,AU,1723656210
423,greymouth,-42.4667,171.2,6.58,93,100,1.73,NZ,1723656108
424,petrolina,-9.3986,-40.5008,33.03,33,40,7.72,BR,1723655986
425,vallenar,-28.5708,-70.7581,21.65,41,30,1.9,CL,1723656214
426,mhangura,-16.8939,30.1683,20.86,17,0,1.58,ZW,1723656215
427,wanning,18.8003,110.3967,27.58,86,100,2.67,CN,1723656217
428,muleshoe,34.2265,-102.7238,32.91,32,69,5.89,US,1723656218
429,tashla,51.7716,52.7427,16.91,71,74,3.91,RU,1723656220
430,timbuktu,16.7735,-3.0074,35.52,36,97,2.86,ML,1723656221
431,fougamou,-1.2154,10.5838,29.01,54,98,2.64,GA,1723656222
432,scottburgh,-30.2867,30.7532,17.72,57,3,6.57,ZA,1723656224
433,kuching,1.55,110.3333,27.12,96,40,3.09,MY,1723656225
434,masjed soleyman,31.9364,49.3039,39.05,9,0,2.92,IR,1723656227
435,marquette,46.5333,-87.6335,27.92,54,7,1.34,US,1723656228
436,roswell,34.0232,-84.3616,31.33,60,75,1.03,US,1723656230
437,puerto leguizamo,-0.1934,-74.7819,23.98,86,100,0.59,CO,1723656231
438,shendi,16.6915,33.4341,33.26,46,58,6.1,SD,1723656232
439,chibougamau,49.9168,-74.3659,24.79,44,20,3.09,CA,1723656234
440,saint-francois,46.4154,3.9054,23.69,75,0,2.06,FR,1723656235
441,arraial do cabo,-22.9661,-42.0278,24.98,56,0,8.23,BR,1723656237
442,tayoltita,24.0833,-105.9333,28.76,70,97,1.97,MX,1723656238
443,jayapura,-2.5333,140.7,23.66,96,48,1.85,ID,1723656239
444,mardin,37.3131,40.7436,33.59,19,0,2.06,TR,1723656241
445,tchintabaraden,15.8969,5.7985,30.32,53,93,4.56,NE,1723656242
446,yur'yevets,57.3201,43.1041,14.78,79,81,5.8,RU,1723656137
447,mili,6.0815,171.735,28.84,75,100,6.5,MH,1723656245
448,sao jose da coroa grande,-8.8978,-35.1478,26.46,63,55,6.71,BR,1723656246
449,santo antonio do ica,-3.1022,-67.9397,29.45,48,75,0.76,BR,1723656248
450,howard springs,-12.497,131.047,22.95,91,11,1.95,AU,1723656249
451,chanika,-5.4167,38.0167,20.81,80,11,4.05,TZ,1723656251
452,nynashamn,58.9034,17.9479,21.76,74,92,4.05,SE,1723656252
453,pitimbu,-7.4706,-34.8086,28.33,71,63,7.8,BR,1723656254
454,khadzhalmakhi,42.42,47.1821,19.97,68,100,1.22,RU,1723656255
455,saint-louis,16.3333,-15.0,36.8,32,21,5.61,SN,1723656256
456,yamada,39.4667,141.95,22.88,95,37,1.25,JP,1723656258
457,san nicolas,18.1725,120.5953,26.86,85,100,2.15,PH,1723656259
458,usinsk,65.9939,57.5281,13.08,85,100,7.22,RU,1723656171
459,rikaze,29.25,88.8833,14.8,53,91,2.11,CN,1723656262
460,riyadh,24.6877,46.7219,40.08,13,3,6.44,SA,1723655982
461,grand falls-windsor,48.9332,-55.6649,20.84,47,0,0.58,CA,1723656265
462,mata-utu,-13.2816,-176.1745,25.25,78,100,11.6,WF,1723656266
463,puerto penasco,31.3167,-113.5333,34.99,76,0,7.72,MX,1723656268
464,kabalo,-6.05,26.9167,33.16,25,70,0.63,CD,1723656269
465,richards bay,-28.783,32.0377,19.2,65,9,5.0,ZA,1723656272
466,ponnani,10.767,75.9252,24.62,91,71,3.9,IN,1723656273
467,heroica matamoros,25.8833,-97.5,33.97,59,75,3.09,MX,1723656101
468,jumla,29.2747,82.1838,16.22,97,100,1.0,NP,1723656277
469,wenshui,28.4506,106.5267,20.01,84,0,1.21,CN,1723656279
470,pangai,-19.8,-174.35,21.06,60,40,4.12,TO,1723656280
471,taroudant,30.4703,-8.877,33.03,28,0,8.19,MA,1723656282
472,ostersund,63.1792,14.6357,21.25,59,0,5.14,SE,1723656283
473,pisco,-13.7,-76.2167,16.12,88,100,3.09,PE,1723656285
474,mwinilunga,-11.7358,24.4293,22.57,20,0,2.55,ZM,1723656286
475,samarinda,-0.5,117.15,22.75,97,28,0.9,ID,1723656289
476,burang,30.25,81.1667,11.39,79,96,1.66,CN,1723656290
477,carbonear,47.7332,-53.2148,16.75,74,61,4.53,CA,1723656292
478,mufumbwe,-13.6833,24.8,22.51,16,0,2.36,ZM,1723656293
479,columbus,39.9612,-82.9988,29.74,39,0,4.63,US,1723656295
480,labrador city,52.9463,-66.9114,25.66,39,75,4.12,CA,1723656296
481,codrington,-38.2667,141.9667,10.28,91,93,2.84,AU,1723656297
482,maraba,-5.3686,-49.1178,32.1,55,75,1.54,BR,1723656299
483,ilorin,8.5,4.55,26.46,76,54,3.5,NG,1723656300
484,edd,13.9297,41.6925,33.05,59,70,2.4,ER,1723656302
485,kingston,17.997,-76.7936,32.87,66,20,3.6,JM,1723656057
486,mhamid,29.82,-5.72,43.56,5,0,7.47,MA,1723656304
487,syas'stroy,60.1367,32.5691,16.47,75,2,1.97,RU,1723656306
488,malindi,-3.2175,40.1191,25.09,78,20,4.12,KE,1723656307
489,puerto madryn,-42.7692,-65.0385,10.16,66,100,2.49,AR,1723656309
490,ust-tsilma,65.441,52.1498,12.8,78,93,5.11,RU,1723656310
491,haqqulobod,40.9167,72.1167,30.29,23,35,1.8,UZ,1723656312
492,barcelos,41.5388,-8.6151,29.95,46,65,6.63,PT,1723656313
493,irbit,57.6705,63.071,12.05,94,81,2.51,RU,1723656314
494,port isabel,26.0734,-97.2086,34.48,75,97,2.24,US,1723656316
495,pando,-34.7167,-55.95,19.05,37,0,1.54,UY,1723656317
496,dalandzadgad,43.5708,104.425,19.73,61,83,1.4,MN,1723656319
497,mahajanga,-15.7167,46.3167,25.01,73,20,2.06,MG,1723656320
498,pangody,65.85,74.4859,16.63,76,98,9.67,RU,1723656322
499,grootfontein,-19.5667,18.1167,21.76,11,0,2.57,NA,1723656323
500,lorengau,-2.0226,147.2712,27.21,78,50,2.09,PG,1723656324
501,shihezi,44.3,86.0333,28.71,26,48,2.18,CN,1723656326
502,khabarovsk,48.4808,135.0928,16.89,94,82,1.0,RU,1723656262
503,yaren,-0.5472,166.916,28.94,75,26,5.77,NR,1723656329
504,sungai raya,0.7,108.9,25.57,89,71,1.15,ID,1723656330
505,xinyuan,37.3,99.0,3.91,77,18,0.76,CN,1723656331
506,tianpeng,30.9866,103.9393,28.26,72,100,1.79,CN,1723656333
507,mar del plata,-38.0023,-57.5575,16.96,82,100,2.68,AR,1723656223
508,oqtosh,39.9214,65.9253,32.57,24,2,2.67,UZ,1723656336
509,paraty,-23.2178,-44.7131,23.23,54,48,1.94,BR,1723656337
510,miracatu,-24.2814,-47.4597,23.23,45,92,1.3,BR,1723656338
511,great bend,38.3645,-98.7648,35.34,42,1,3.13,US,1723656340
512,wad az zaki,14.4619,32.2065,30.06,56,94,2.1,SD,1723656341
513,cozumel,20.5083,-86.9458,32.75,62,40,2.06,MX,1723656343
514,carmi,38.0909,-88.1587,30.64,47,10,2.73,US,1723656344
515,clemmons,36.0215,-80.382,28.86,56,20,2.57,US,1723656345
516,dauphin,51.1494,-100.0502,23.08,78,40,5.14,CA,1723656347
517,alleroy,43.21,46.28,21.08,62,97,4.63,RU,1723656348
518,mabamba,-3.5983,30.5019,26.66,32,100,0.54,TZ,1723656350
519,anloga,5.7947,0.8973,26.21,75,66,6.47,GH,1723656351
520,tofol,5.3248,163.0078,28.44,76,15,4.5,FM,1723656353
521,whangarei,-35.7317,174.3239,5.74,97,54,0.8,NZ,1723656172
522,konarka,19.9,86.1167,28.22,84,100,4.03,IN,1723656355
523,opuwo,-18.0607,13.84,25.42,8,0,3.76,NA,1723656357
524,paita,-5.0892,-81.1144,21.73,66,52,4.56,PE,1723656358
525,voznesensk,47.5649,31.3308,24.72,27,2,1.76,UA,1723656359
526,reutte,47.4833,10.7167,19.33,95,85,2.36,AT,1723656361
527,lalibela,12.0333,39.0333,15.37,86,100,0.56,ET,1723656364
528,fort st. john,56.2499,-120.8529,15.94,82,75,2.06,CA,1723656365
529,kaoma,-14.7833,24.8,24.98,11,0,4.35,ZM,1723656367
530,bafata,12.1667,-14.75,25.72,90,98,1.84,GW,1723656368
531,california,38.3004,-76.5074,29.82,52,75,4.63,US,1723656370
532,caleta olivia,-46.4393,-67.5281,10.48,53,21,6.38,AR,1723656371
533,lae,-6.7221,146.9847,22.24,90,20,2.45,PG,1723656372
534,guerrero negro,27.9769,-114.0611,25.57,59,0,4.6,MX,1723656374
535,yauya,-8.9833,-77.3,16.75,27,4,2.11,PE,1723656375
536,kiskunfelegyhaza,46.7121,19.8446,35.08,50,4,6.56,HU,1723656377
537,nappanee,41.4428,-86.0014,27.9,51,40,2.06,US,1723656378
538,east london,-33.0153,27.9116,14.52,41,0,11.32,ZA,1723656379
539,apia,-13.8333,-171.7667,23.95,79,84,11.57,WS,1723656381
540,massawa,15.6097,39.45,33.88,62,53,2.82,ER,1723656382
541,noosa heads,-26.3833,153.15,19.08,93,48,2.26,AU,1723656384
542,general conesa,-40.1,-64.4333,16.96,37,100,3.53,AR,1723656385
543,kismayo,-0.3582,42.5454,25.07,80,24,6.35,SO,1723656387
544,tangalle,6.024,80.7911,26.13,90,89,3.46,LK,1723656388
545,aral,40.5156,81.2636,31.72,23,100,4.07,CN,1723656389
546,naze,28.3667,129.4833,26.51,84,93,1.74,JP,1723656391
547,hajin,34.6927,40.827,38.14,13,0,2.05,SY,1723656392
548,rio grande,-32.035,-52.0986,18.06,56,0,1.54,BR,1723656394
549,omdurman,15.6445,32.4777,32.02,47,29,3.8,SD,1723656395
550,mont-laurier,46.5501,-75.4993,26.79,48,85,2.39,CA,1723656397
551,bandarbeyla,9.4942,50.8122,25.16,84,100,13.47,SO,1723656398
552,tanjung selor,2.8372,117.3642,23.56,98,84,0.88,ID,1723656399
553,bamboo flat,11.7,92.7167,26.05,94,75,1.03,IN,1723656401
554,bukama,-9.2,25.85,30.15,15,0,0.89,CD,1723656402
555,palm springs,33.8303,-116.5453,37.14,20,0,1.54,US,1723656404
556,elverum,60.8819,11.5623,16.39,95,100,2.68,NO,1723656405
557,charlottetown,46.2352,-63.1267,22.1,72,40,4.63,CA,1723656071
558,san ignacio de velasco,-16.3667,-60.95,34.23,17,0,4.69,BO,1723656408
559,chui,-33.6971,-53.4616,16.61,48,1,2.21,UY,1723656409
560,port pirie,-33.1833,138.0167,16.39,55,96,4.41,AU,1723656411
561,castillos,-34.1667,-53.8333,17.86,45,4,1.71,UY,1723656412
562,alotau,-10.3069,150.4462,23.89,97,90,1.31,PG,1723656414
563,patterson,37.4716,-121.1297,27.08,53,0,1.99,US,1723656415
564,hasanbeyli,37.1372,36.5593,25.28,69,0,3.23,TR,1723656417
565,shimoda,34.6667,138.95,26.17,85,5,0.7,JP,1723656418
566,quebo,11.3333,-14.9333,24.66,90,100,1.67,GW,1723656419
567,avanigadda,16.0215,80.9181,29.41,82,84,2.04,IN,1723656421
568,manismata,-2.4667,111.0333,23.49,93,97,1.21,ID,1723656422
569,quellon,-43.1167,-73.6167,9.7,75,7,3.58,CL,1723656424
570,hawera,-39.5917,174.2833,11.24,94,21,3.67,NZ,1723656425
571,sona,45.4388,10.8255,29.75,51,75,4.63,IT,1723656426
572,hengelo,52.2658,6.7931,21.35,91,100,4.02,NL,1723656428
573,argo,37.6333,22.7333,32.1,33,0,0.97,GR,1723656429
574,crane,31.3974,-102.3501,32.75,37,2,7.04,US,1723656431
575,emerald,-23.5333,148.1667,14.63,98,0,1.14,AU,1723656432
576,kayenta,36.7278,-110.2546,26.35,27,63,5.38,US,1723656433
577,sacaba,20.5833,-89.9833,34.81,45,66,2.43,MX,1723656436
578,nampula,-15.1165,39.2666,23.48,54,0,4.37,MZ,1723656438
579,gamay,12.3854,125.2979,24.43,94,51,1.42,PH,1723656439
580,klaksvik,62.2266,-6.589,11.51,95,100,13.99,FO,1723656441
581,vrangel',42.7297,133.0839,20.08,97,38,1.05,RU,1723656442
582,jijel,36.8205,5.7667,27.97,65,40,2.06,DZ,1723656443
583,puerto aysen,-45.4,-72.7,8.56,84,52,2.09,CL,1723656445
584,banda aceh,5.5577,95.3222,26.83,84,99,2.35,ID,1723656446
585,walvis bay,-22.9575,14.5053,18.53,63,4,3.6,NA,1723656448
586,yuncheng,35.0231,110.9928,24.02,78,54,2.38,CN,1723656449
587,behshahr,36.6923,53.5526,26.97,74,14,0.91,IR,1723656451
